,Index,Team,Season,Date,Against,Score,Type,PS,WPS,Diff,W,Bias,Home,Away,FWStreak,UWStreak
11802,Indiana_12/30/00,San Antonio,2000,12/30/00,@ Indiana,89-77,Regular Season,-3,1,12,1,9,Indiana,San Antonio,0,3
11803,Indiana_12/30/05,Indiana,2005,12/30/05,Toronto,        97-99,Regular Season,-7.5,0,-2,0,-9.5,Indiana,Toronto,2,1
11804,Indiana_12/30/06,Indiana,2006,12/30/06,Charlotte,        102-113,Regular Season,-10.5,0,-11,0,-21.5,Indiana,Charlotte,0,0
11805,Indiana_12/30/08,Indiana,2008,12/30/08,Atlanta,        104-110,Regular Season,-1,0,-6,0,-7,Indiana,Atlanta,0,0
11806,Indiana_12/30/09,Memphis,2009,12/30/09,@ Indiana,        121-110,Regular Season,-3,1,11,1,8,Indiana,Memphis,0,0
11807,Indiana_12/30/11,Indiana,2011,12/30/11,Cleveland,        98-91,Regular Season,-9.5,0,7,1,-2.5,Indiana,Cleveland,0,1
11808,Indiana_12/30/91,Chicago,1991,12/30/91,@ Indiana,109-104,Regular Season,-5.5,0,5,1,-0.5,Indiana,Chicago,4,1
11809,Indiana_12/30/92,Indiana,1992,12/30/92,New York,90-94,Regular Season,-3,0,-4,0,-7,Indiana,New York,0,0
11810,Indiana_12/30/93,Indiana,1993,12/30/93,San Antonio,82-107,Regular Season,-1,0,-25,0,-26,Indiana,San Antonio,0,1
11811,Indiana_12/30/94,Indiana,1994,12/30/94,Brooklyn,96-79,Regular Season,-9,1,17,1,8,Indiana,Brooklyn,0,2
11812,Indiana_12/30/97,Indiana,1997,12/30/97,Brooklyn,109-91,Regular Season,-9,1,18,1,9,Indiana,Brooklyn,0,0
11813,Indiana_12/30/99,Indiana,1999,12/30/99,New Orleans,109-99,Regular Season,-7,1,10,1,3,Indiana,New Orleans,1,1
11814,Indiana_12/31/01,Indiana,2001,12/31/01,Miami,87-89,Regular Season,-9,0,-2,0,-11,Indiana,Miami,2,2
11815,Indiana_12/31/10,Indiana,2010,12/31/10,Washington,        95-86,Regular Season,-6,1,9,1,3,Indiana,Washington,0,0
11816,Indiana_12/31/12,Memphis,2012,12/31/12,@ Indiana,        83-88,Regular Season,-1.5,0,-5,0,-6.5,Indiana,Memphis,0,0
11817,Indiana_12/31/13,Indiana,2013,12/31/13,Cleveland,        91-76,Regular Season,-12.5,1,15,1,2.5,Indiana,Cleveland,1,1
11818,L.A. Clippers_01/01/02,L.A. Clippers,2001,1/1/02,Portland,112-97,Regular Season,-1.5,1,15,1,13.5,L.A. Clippers,Portland,0,1
11819,L.A. Clippers_01/01/12,L.A. Clippers,2011,1/1/12,Portland,        93-88,Regular Season,-3,1,5,1,2,L.A. Clippers,Portland,2,0
11820,L.A. Clippers_01/01/14,L.A. Clippers,2013,1/1/14,Charlotte,        112-85,Regular Season,-10.5,1,27,1,16.5,L.A. Clippers,Charlotte,0,0
11821,L.A. Clippers_01/02/01,Toronto,2000,1/2/01,@ L.A. Clippers,97-110,Regular Season,-2,0,-13,0,-15,L.A. Clippers,Toronto,0,0
11822,L.A. Clippers_01/02/05,L.A. Clippers,2004,1/2/05,Philadelphia,        89-83,Regular Season,-1,1,6,1,5,L.A. Clippers,Philadelphia,0,0
11823,L.A. Clippers_01/02/08,New Orleans,2007,1/2/08,@ L.A. Clippers,        95-81,Regular Season,-5.5,1,14,1,8.5,L.A. Clippers,New Orleans,0,0
11824,L.A. Clippers_01/02/11,Atlanta,2010,1/2/11,@ L.A. Clippers,        107-98,Regular Season,-1.5,1,9,1,7.5,L.A. Clippers,Atlanta,0,0
11825,L.A. Clippers_01/03/04,Sacramento,2003,1/3/04,@ L.A. Clippers,116-109,Regular Season,-4.5,1,7,1,2.5,L.A. Clippers,Sacramento,0,0
11826,L.A. Clippers_01/03/96,Indiana,1995,1/3/96,@ L.A. Clippers,110-94,Regular Season,-4.5,1,16,1,11.5,L.A. Clippers,Indiana,0,0
11827,L.A. Clippers_01/03/98,L.A. Clippers,1997,1/3/98,Dallas,97-88,Regular Season,-4.5,1,9,1,4.5,L.A. Clippers,Dallas,0,0
11828,L.A. Clippers_01/04/00,L.A. Lakers,1999,1/4/00,@ L.A. Clippers,122-98,Regular Season,-13.5,1,24,1,10.5,L.A. Clippers,L.A. Lakers,0,0
11829,L.A. Clippers_01/04/04,L.A. Lakers,2003,1/4/04,@ L.A. Clippers,98-101,Regular Season,-2,0,-3,0,-5,L.A. Clippers,L.A. Lakers,0,1
11830,L.A. Clippers_01/04/09,Detroit,2008,1/4/09,@ L.A. Clippers,        88-87,Regular Season,-6,0,1,1,-5,L.A. Clippers,Detroit,3,2
11831,L.A. Clippers_01/04/10,L.A. Clippers,2009,1/4/10,Portland,        105-95,Regular Season,-4,1,10,1,6,L.A. Clippers,Portland,0,0
11832,L.A. Clippers_01/04/12,L.A. Clippers,2011,1/4/12,Houston,        117-89,Regular Season,-7.5,1,28,1,20.5,L.A. Clippers,Houston,1,1
11833,L.A. Clippers_01/04/13,L.A. Clippers,2012,1/4/13,L.A. Lakers,        107-102,Regular Season,-4.5,1,5,1,0.5,L.A. Clippers,L.A. Lakers,2,4
11834,L.A. Clippers_01/05/01,New Orleans,2000,1/5/01,@ L.A. Clippers,86-73,Regular Season,-5,1,13,1,8,L.A. Clippers,New Orleans,0,0
11835,L.A. Clippers_01/05/02,L.A. Clippers,2001,1/5/02,Milwaukee,86-83,Regular Season,-4,0,3,1,-1,L.A. Clippers,Milwaukee,0,0
11836,L.A. Clippers_01/05/03,San Antonio,2002,1/5/03,@ L.A. Clippers,94-86,Regular Season,-3.5,1,8,1,4.5,L.A. Clippers,San Antonio,1,1
11837,L.A. Clippers_01/05/05,L.A. Clippers,2004,1/5/05,Portland,        102-98,Regular Season,-3.5,1,4,1,0.5,L.A. Clippers,Portland,0,0
11838,L.A. Clippers_01/05/11,Denver,2010,1/5/11,@ L.A. Clippers,        93-106,Regular Season,-3,0,-13,0,-16,L.A. Clippers,Denver,2,0
11839,L.A. Clippers_01/05/13,L.A. Clippers,2012,1/5/13,Golden State,        115-89,Regular Season,-6,1,26,1,20,L.A. Clippers,Golden State,1,1
11840,L.A. Clippers_01/05/94,Oklahoma City,1993,1/5/94,@ L.A. Clippers,106-98,Regular Season,-6,1,8,1,2,L.A. Clippers,Oklahoma City,2,0
11841,L.A. Clippers_01/05/95,Philadelphia,1994,1/5/95,@ L.A. Clippers,93-95,Regular Season,-1,0,-2,0,-3,L.A. Clippers,Philadelphia,0,0
11842,L.A. Clippers_01/05/96,Phoenix,1995,1/5/96,@ L.A. Clippers,88-94,Regular Season,-2,0,-6,0,-8,L.A. Clippers,Phoenix,2,1
11843,L.A. Clippers_01/06/08,San Antonio,2007,1/6/08,@ L.A. Clippers,        88-82,Regular Season,-7.5,0,6,1,-1.5,L.A. Clippers,San Antonio,5,0
11844,L.A. Clippers_01/06/10,L.A. Lakers,2009,1/6/10,@ L.A. Clippers,        91-102,Regular Season,-5,0,-11,0,-16,L.A. Clippers,L.A. Lakers,0,0
11845,L.A. Clippers_01/06/14,L.A. Clippers,2013,1/6/14,Orlando,        101-81,Regular Season,-7.5,1,20,1,12.5,L.A. Clippers,Orlando,1,0
11846,L.A. Clippers_01/07/06,L.A. Lakers,2005,1/7/06,@ L.A. Clippers,        112-109,Regular Season,-1,1,3,1,2,L.A. Clippers,L.A. Lakers,1,0
11847,L.A. Clippers_01/07/12,L.A. Clippers,2011,1/7/12,Milwaukee,        92-86,Regular Season,-10,0,6,1,-4,L.A. Clippers,Milwaukee,0,0
11848,L.A. Clippers_01/07/95,San Antonio,1994,1/7/95,@ L.A. Clippers,103-88,Regular Season,-10.5,1,15,1,4.5,L.A. Clippers,San Antonio,4,0
11849,L.A. Clippers_01/07/98,L.A. Clippers,1997,1/7/98,Memphis,110-102,Regular Season,-5,1,8,1,3,L.A. Clippers,Memphis,2,0
11850,L.A. Clippers_01/08/00,Indiana,1999,1/8/00,@ L.A. Clippers,94-107,Regular Season,-8.5,0,-13,0,-21.5,L.A. Clippers,Indiana,4,3
11851,L.A. Clippers_01/08/01,Indiana,2000,1/8/01,@ L.A. Clippers,85-82,Regular Season,-3.5,0,3,1,-0.5,L.A. Clippers,Indiana,0,4
11852,L.A. Clippers_01/08/03,L.A. Clippers,2002,1/8/03,Memphis,103-95,Regular Season,-7,1,8,1,1,L.A. Clippers,Memphis,0,1
11853,L.A. Clippers_01/08/05,Phoenix,2004,1/8/05,@ L.A. Clippers,        108-91,Regular Season,-7.5,1,17,1,9.5,L.A. Clippers,Phoenix,0,1
11854,L.A. Clippers_01/08/14,L.A. Clippers,2013,1/8/14,Boston,        111-105,Regular Season,-10.5,0,6,1,-4.5,L.A. Clippers,Boston,0,0
11855,L.A. Clippers_01/08/94,L.A. Clippers,1993,1/8/94,Miami,90-109,Regular Season,-3,0,-19,0,-22,L.A. Clippers,Miami,0,0
11856,L.A. Clippers_01/09/08,Orlando,2007,1/9/08,@ L.A. Clippers,        113-106,Regular Season,-4,1,7,1,3,L.A. Clippers,Orlando,2,1
11857,L.A. Clippers_01/09/11,L.A. Clippers,2010,1/9/11,Golden State,        105-91,Regular Season,-4.5,1,14,1,9.5,L.A. Clippers,Golden State,0,0
11858,L.A. Clippers_01/09/13,L.A. Clippers,2012,1/9/13,Dallas,        99-93,Regular Season,-10,0,6,1,-4,L.A. Clippers,Dallas,1,0
11859,L.A. Clippers_01/09/98,L.A. Lakers,1997,1/9/98,@ L.A. Clippers,125-115,Regular Season,-11,0,10,1,-1,L.A. Clippers,L.A. Lakers,1,3
11860,L.A. Clippers_01/10/01,L.A. Clippers,2000,1/10/01,Denver,92-86,Regular Season,-2,1,6,1,4,L.A. Clippers,Denver,0,0
11861,L.A. Clippers_01/10/06,L.A. Clippers,2005,1/10/06,Orlando,        90-73,Regular Season,-6,1,17,1,11,L.A. Clippers,Orlando,1,0
11862,L.A. Clippers_01/10/10,L.A. Clippers,2009,1/10/10,Miami,        94-84,Regular Season,-1,1,10,1,9,L.A. Clippers,Miami,3,1
11863,L.A. Clippers_01/10/14,L.A. Clippers,2013,1/10/14,L.A. Lakers,        123-87,Regular Season,-10,1,36,1,26,L.A. Clippers,L.A. Lakers,0,2
11864,L.A. Clippers_01/11/04,L.A. Clippers,2003,1/11/04,Memphis,107-108,Regular Season,-2,0,-1,0,-3,L.A. Clippers,Memphis,0,0
11865,L.A. Clippers_01/11/09,Phoenix,2008,1/11/09,@ L.A. Clippers,        109-103,Regular Season,-9,0,6,1,-3,L.A. Clippers,Phoenix,3,0
11866,L.A. Clippers_01/11/12,Miami,2011,1/11/12,@ L.A. Clippers,        89-95,Regular Season,-3,0,-6,0,-9,L.A. Clippers,Miami,0,0
11867,L.A. Clippers_01/11/96,L.A. Clippers,1995,1/11/96,Minnesota,109-89,Regular Season,-2.5,1,20,1,17.5,L.A. Clippers,Minnesota,0,0
11868,L.A. Clippers_01/12/03,Dallas,2002,1/12/03,@ L.A. Clippers,96-90,Regular Season,-6.5,0,6,1,-0.5,L.A. Clippers,Dallas,3,0
11869,L.A. Clippers_01/12/05,Oklahoma City,2004,1/12/05,@ L.A. Clippers,        92-103,Regular Season,-2.5,0,-11,0,-13.5,L.A. Clippers,Oklahoma City,0,0
11870,L.A. Clippers_01/12/08,Dallas,2007,1/12/08,@ L.A. Clippers,        95-94,Regular Season,-5,0,1,1,-4,L.A. Clippers,Dallas,1,1
11871,L.A. Clippers_01/12/11,Miami,2010,1/12/11,@ L.A. Clippers,        105-111,Regular Season,-7,0,-6,0,-13,L.A. Clippers,Miami,2,0
11872,L.A. Clippers_01/12/13,L.A. Clippers,2012,1/12/13,Orlando,        101-104,Regular Season,-12.5,0,-3,0,-15.5,L.A. Clippers,Orlando,1,1
11873,L.A. Clippers_01/12/93,L.A. Clippers,1992,1/12/93,Houston,103-113,Regular Season,-5.5,0,-10,0,-15.5,L.A. Clippers,Houston,0,0
11874,L.A. Clippers_01/13/04,L.A. Clippers,2003,1/13/04,Portland,103-96,Regular Season,-3,1,7,1,4,L.A. Clippers,Portland,1,2
11875,L.A. Clippers_01/13/07,L.A. Clippers,2006,1/13/07,Cleveland,        92-104,Regular Season,-3,0,-12,0,-15,L.A. Clippers,Cleveland,2,0
11876,L.A. Clippers_01/13/92,L.A. Clippers,1991,1/13/92,Oklahoma City,98-94,Regular Season,-3,1,4,1,1,L.A. Clippers,Oklahoma City,0,2
11877,L.A. Clippers_01/13/96,Houston,1995,1/13/96,@ L.A. Clippers,115-104,Regular Season,-5.5,1,11,1,5.5,L.A. Clippers,Houston,1,0
11878,L.A. Clippers_01/14/05,Miami,2004,1/14/05,@ L.A. Clippers,        112-114,Regular Season,-4,0,-2,0,-6,L.A. Clippers,Miami,6,0
11879,L.A. Clippers_01/14/06,L.A. Clippers,2005,1/14/06,Oklahoma City,        98-72,Regular Season,-10,1,26,1,16,L.A. Clippers,Oklahoma City,1,3
11880,L.A. Clippers_01/14/09,Atlanta,2008,1/14/09,@ L.A. Clippers,        97-80,Regular Season,-4,1,17,1,13,L.A. Clippers,Atlanta,0,2
11881,L.A. Clippers_01/14/12,L.A. Clippers,2011,1/14/12,L.A. Lakers,        102-94,Regular Season,-2.5,1,8,1,5.5,L.A. Clippers,L.A. Lakers,0,1
11882,L.A. Clippers_01/14/91,L.A. Clippers,1990,1/14/91,Houston,130-126,Regular Season,-5.5,0,4,1,-1.5,L.A. Clippers,Houston,2,1
11883,L.A. Clippers_01/14/93,L.A. Clippers,1992,1/14/93,L.A. Lakers,105-102,Regular Season,-4,0,3,1,-1,L.A. Clippers,L.A. Lakers,3,0
11884,L.A. Clippers_01/14/95,Phoenix,1994,1/14/95,@ L.A. Clippers,134-108,Regular Season,-11,1,26,1,15,L.A. Clippers,Phoenix,1,5
11885,L.A. Clippers_01/15/03,L.A. Clippers,2002,1/15/03,Minnesota,64-95,Regular Season,-3.5,0,-31,0,-34.5,L.A. Clippers,Minnesota,0,1
11886,L.A. Clippers_01/15/08,Phoenix,2007,1/15/08,@ L.A. Clippers,        90-97,Regular Season,-8.5,0,-7,0,-15.5,L.A. Clippers,Phoenix,1,0
11887,L.A. Clippers_01/15/14,L.A. Clippers,2013,1/15/14,Dallas,        129-127,Regular Season,-4.5,0,2,1,-2.5,L.A. Clippers,Dallas,1,0
11888,L.A. Clippers_01/15/97,Indiana,1996,1/15/97,@ L.A. Clippers,108-93,Regular Season,-3,1,15,1,12,L.A. Clippers,Indiana,1,0
11889,L.A. Clippers_01/16/04,L.A. Clippers,2003,1/16/04,Miami,85-87,Regular Season,-6.5,0,-2,0,-8.5,L.A. Clippers,Miami,0,3
11890,L.A. Clippers_01/16/06,L.A. Clippers,2005,1/16/06,Utah,        102-93,Regular Season,-2.5,1,9,1,6.5,L.A. Clippers,Utah,0,2
11891,L.A. Clippers_01/16/10,Cleveland,2009,1/16/10,@ L.A. Clippers,        102-101,Regular Season,-8.5,0,1,1,-7.5,L.A. Clippers,Cleveland,1,1
11892,L.A. Clippers_01/16/11,L.A. Lakers,2010,1/16/11,@ L.A. Clippers,        92-99,Regular Season,-5,0,-7,0,-12,L.A. Clippers,L.A. Lakers,0,0
11893,L.A. Clippers_01/16/12,L.A. Clippers,2011,1/16/12,Brooklyn,        101-91,Regular Season,-9,1,10,1,1,L.A. Clippers,Brooklyn,1,0
11894,L.A. Clippers_01/16/91,L.A. Clippers,1990,1/16/91,Washington,99-101,Regular Season,-5,0,-2,0,-7,L.A. Clippers,Washington,2,0
11895,L.A. Clippers_01/17/00,San Antonio,1999,1/17/00,@ L.A. Clippers,99-93,Regular Season,-9.5,0,6,1,-3.5,L.A. Clippers,San Antonio,7,0
11896,L.A. Clippers_01/17/05,Sacramento,2004,1/17/05,@ L.A. Clippers,        89-83,Regular Season,-2,1,6,1,4,L.A. Clippers,Sacramento,1,0
11897,L.A. Clippers_01/17/07,L.A. Clippers,2006,1/17/07,Golden State,        115-109,Regular Season,-6,0,6,1,0,L.A. Clippers,Golden State,0,3
11898,L.A. Clippers_01/17/09,Milwaukee,2008,1/17/09,@ L.A. Clippers,        92-101,Regular Season,-3,0,-9,0,-12,L.A. Clippers,Milwaukee,0,1
11899,L.A. Clippers_01/17/11,L.A. Clippers,2010,1/17/11,Indiana,        114-107,Regular Season,-3.5,1,7,1,3.5,L.A. Clippers,Indiana,2,1
11900,L.A. Clippers_01/17/92,L.A. Clippers,1991,1/17/92,Atlanta,111-107,Regular Season,-1.5,1,4,1,2.5,L.A. Clippers,Atlanta,2,2
11901,L.A. Clippers_01/17/96,New York,1995,1/17/96,@ L.A. Clippers,92-81,Regular Season,-5.5,1,11,1,5.5,L.A. Clippers,New York,1,3
11902,L.A. Clippers_01/18/01,L.A. Clippers,2000,1/18/01,Boston,79-82,Regular Season,-3.5,0,-3,0,-6.5,L.A. Clippers,Boston,0,0
11903,L.A. Clippers_01/18/02,L.A. Clippers,2001,1/18/02,Cleveland,109-103,Regular Season,-9,0,6,1,-3,L.A. Clippers,Cleveland,0,0
11904,L.A. Clippers_01/18/03,L.A. Clippers,2002,1/18/03,Sacramento,112-107,Regular Season,-6.5,0,5,1,-1.5,L.A. Clippers,Sacramento,1,2
11905,L.A. Clippers_01/18/06,Phoenix,2005,1/18/06,@ L.A. Clippers,        112-102,Regular Season,-1,1,10,1,9,L.A. Clippers,Phoenix,2,2
11906,L.A. Clippers_01/18/10,L.A. Clippers,2009,1/18/10,Brooklyn,        106-95,Regular Season,-8,1,11,1,3,L.A. Clippers,Brooklyn,0,1
11907,L.A. Clippers_01/18/12,Dallas,2011,1/18/12,@ L.A. Clippers,        89-91,Regular Season,-3.5,0,-2,0,-5.5,L.A. Clippers,Dallas,5,1
11908,L.A. Clippers_01/18/95,Cleveland,1994,1/18/95,@ L.A. Clippers,83-92,Regular Season,-9.5,0,-9,0,-18.5,L.A. Clippers,Cleveland,1,3
11909,L.A. Clippers_01/19/04,Sacramento,2003,1/19/04,@ L.A. Clippers,125-100,Regular Season,-6,1,25,1,19,L.A. Clippers,Sacramento,3,0
11910,L.A. Clippers_01/19/08,Brooklyn,2007,1/19/08,@ L.A. Clippers,        107-120,Regular Season,-1,0,-13,0,-14,L.A. Clippers,Brooklyn,3,0
11911,L.A. Clippers_01/19/09,Minnesota,2008,1/19/09,@ L.A. Clippers,        94-86,Regular Season,-6.5,1,8,1,1.5,L.A. Clippers,Minnesota,0,1
11912,L.A. Clippers_01/19/11,L.A. Clippers,2010,1/19/11,Minnesota,        126-111,Regular Season,-6.5,1,15,1,8.5,L.A. Clippers,Minnesota,0,1
11913,L.A. Clippers_01/19/13,L.A. Clippers,2012,1/19/13,Washington,        94-87,Regular Season,-12,0,7,1,-5,L.A. Clippers,Washington,1,0
11914,L.A. Clippers_01/19/96,L.A. Lakers,1995,1/19/96,@ L.A. Clippers,106-100,Regular Season,-5,1,6,1,1,L.A. Clippers,L.A. Lakers,1,0
11915,L.A. Clippers_01/19/97,Cleveland,1996,1/19/97,@ L.A. Clippers,107-102,Regular Season,-3.5,1,5,1,1.5,L.A. Clippers,Cleveland,0,0
11916,L.A. Clippers_01/20/06,Dallas,2005,1/20/06,@ L.A. Clippers,        101-81,Regular Season,-4,1,20,1,16,L.A. Clippers,Dallas,3,0
11917,L.A. Clippers_01/20/07,L.A. Clippers,2006,1/20/07,Memphis,        112-91,Regular Season,-6.5,1,21,1,14.5,L.A. Clippers,Memphis,0,0
11918,L.A. Clippers_01/20/10,L.A. Clippers,2009,1/20/10,Chicago,        104-97,Regular Season,-3.5,1,7,1,3.5,L.A. Clippers,Chicago,1,0
11919,L.A. Clippers_01/20/12,L.A. Clippers,2011,1/20/12,Minnesota,        98-101,Regular Season,-4.5,0,-3,0,-7.5,L.A. Clippers,Minnesota,0,0
11920,L.A. Clippers_01/20/95,Portland,1994,1/20/95,@ L.A. Clippers,108-97,Regular Season,-7.5,1,11,1,3.5,L.A. Clippers,Portland,2,1
11921,L.A. Clippers_01/20/96,Utah,1995,1/20/96,@ L.A. Clippers,106-82,Regular Season,-8.5,1,24,1,15.5,L.A. Clippers,Utah,1,0
11922,L.A. Clippers_01/21/00,Minnesota,1999,1/21/00,@ L.A. Clippers,95-89,Regular Season,-6.5,0,6,1,-0.5,L.A. Clippers,Minnesota,1,0
11923,L.A. Clippers_01/21/02,L.A. Clippers,2001,1/21/02,Denver,102-89,Regular Season,-7,1,13,1,6,L.A. Clippers,Denver,0,0
11924,L.A. Clippers_01/21/04,L.A. Clippers,2003,1/21/04,Golden State,106-102,Regular Season,-4.5,0,4,1,-0.5,L.A. Clippers,Golden State,1,0
11925,L.A. Clippers_01/21/08,Utah,2007,1/21/08,@ L.A. Clippers,        109-93,Regular Season,-2.5,1,16,1,13.5,L.A. Clippers,Utah,0,2
11926,L.A. Clippers_01/21/09,L.A. Lakers,2008,1/21/09,@ L.A. Clippers,        108-97,Regular Season,-16,0,11,1,-5,L.A. Clippers,L.A. Lakers,2,0
11927,L.A. Clippers_01/21/94,Cleveland,1993,1/21/94,@ L.A. Clippers,106-90,Regular Season,0,1,16,1,16,L.A. Clippers,Cleveland,0,0
11928,L.A. Clippers_01/21/95,Sacramento,1994,1/21/95,@ L.A. Clippers,92-86,Regular Season,-6,0,6,1,0,L.A. Clippers,Sacramento,0,0
11929,L.A. Clippers_01/22/06,L.A. Clippers,2005,1/22/06,Golden State,        105-92,Regular Season,-3,1,13,1,10,L.A. Clippers,Golden State,0,0
11930,L.A. Clippers_01/22/11,L.A. Clippers,2010,1/22/11,Golden State,        113-109,Regular Season,-8,0,4,1,-4,L.A. Clippers,Golden State,1,1
11931,L.A. Clippers_01/22/12,L.A. Clippers,2011,1/22/12,Toronto,        103-91,Regular Season,-9.5,1,12,1,2.5,L.A. Clippers,Toronto,2,0
11932,L.A. Clippers_01/22/13,Oklahoma City,2012,1/22/13,@ L.A. Clippers,        109-97,Regular Season,-2.5,1,12,1,9.5,L.A. Clippers,Oklahoma City,1,3
11933,L.A. Clippers_01/22/93,Cleveland,1992,1/22/93,@ L.A. Clippers,100-92,Regular Season,-1,1,8,1,7,L.A. Clippers,Cleveland,1,0
11934,L.A. Clippers_01/22/98,Detroit,1997,1/22/98,@ L.A. Clippers,94-76,Regular Season,-4,1,18,1,14,L.A. Clippers,Detroit,0,0
11935,L.A. Clippers_01/23/00,L.A. Clippers,1999,1/23/00,Orlando,89-102,Regular Season,-1.5,0,-13,0,-14.5,L.A. Clippers,Orlando,0,0
11936,L.A. Clippers_01/23/02,L.A. Lakers,2001,1/23/02,@ L.A. Clippers,90-95,Regular Season,-10.5,0,-5,0,-15.5,L.A. Clippers,L.A. Lakers,0,0
11937,L.A. Clippers_01/23/04,L.A. Clippers,2003,1/23/04,Utah,93-82,Regular Season,-8,1,11,1,3,L.A. Clippers,Utah,1,0
11938,L.A. Clippers_01/23/07,L.A. Clippers,2006,1/23/07,Milwaukee,        115-96,Regular Season,-9.5,1,19,1,9.5,L.A. Clippers,Milwaukee,3,0
11939,L.A. Clippers_01/23/08,Sacramento,2007,1/23/08,@ L.A. Clippers,        85-111,Regular Season,-2.5,0,-26,0,-28.5,L.A. Clippers,Sacramento,0,4
11940,L.A. Clippers_01/23/09,Oklahoma City,2008,1/23/09,@ L.A. Clippers,        104-107,Regular Season,-3,0,-3,0,-6,L.A. Clippers,Oklahoma City,0,5
11941,L.A. Clippers_01/23/97,Oklahoma City,1996,1/23/97,@ L.A. Clippers,100-102,Regular Season,-7,0,-2,0,-9,L.A. Clippers,Oklahoma City,0,0
11942,L.A. Clippers_01/24/01,Oklahoma City,2000,1/24/01,@ L.A. Clippers,114-110,Regular Season,-3,1,4,1,1,L.A. Clippers,Oklahoma City,0,1
11943,L.A. Clippers_01/24/05,Dallas,2004,1/24/05,@ L.A. Clippers,        87-97,Regular Season,-4.5,0,-10,0,-14.5,L.A. Clippers,Dallas,2,0
11944,L.A. Clippers_01/24/93,Oklahoma City,1992,1/24/93,@ L.A. Clippers,95-116,Regular Season,-4,0,-21,0,-25,L.A. Clippers,Oklahoma City,1,1
11945,L.A. Clippers_01/24/97,L.A. Clippers,1996,1/24/97,Denver,114-111,Regular Season,-1,1,3,1,2,L.A. Clippers,Denver,2,0
11946,L.A. Clippers_01/24/98,L.A. Clippers,1997,1/24/98,Denver,81-99,Regular Season,-9.5,0,-18,0,-27.5,L.A. Clippers,Denver,3,0
11947,L.A. Clippers_01/25/06,L.A. Clippers,2005,1/25/06,Brooklyn,        90-77,Regular Season,-3,1,13,1,10,L.A. Clippers,Brooklyn,0,0
11948,L.A. Clippers_01/25/07,L.A. Clippers,2006,1/25/07,Brooklyn,        102-101,Regular Season,-6.5,0,1,1,-5.5,L.A. Clippers,Brooklyn,1,0
11949,L.A. Clippers_01/25/92,L.A. Clippers,1991,1/25/92,New York,93-100,Regular Season,-3,0,-7,0,-10,L.A. Clippers,New York,1,0
11950,L.A. Clippers_01/25/96,Denver,1995,1/25/96,@ L.A. Clippers,93-94,Regular Season,,,-1,0,,L.A. Clippers,Denver,9,2
11951,L.A. Clippers_01/26/02,Dallas,2001,1/26/02,@ L.A. Clippers,133-112,Regular Season,-2.5,1,21,1,18.5,L.A. Clippers,Dallas,1,3
11952,L.A. Clippers_01/26/05,L.A. Clippers,2004,1/26/05,L.A. Lakers,        105-89,Regular Season,-4,1,16,1,12,L.A. Clippers,L.A. Lakers,0,7
11953,L.A. Clippers_01/26/09,Portland,2008,1/26/09,@ L.A. Clippers,        113-88,Regular Season,-10.5,1,25,1,14.5,L.A. Clippers,Portland,0,0
11954,L.A. Clippers_01/26/12,L.A. Clippers,2011,1/26/12,Memphis,        98-91,Regular Season,-3.5,1,7,1,3.5,L.A. Clippers,Memphis,0,0
11955,L.A. Clippers_01/26/91,L.A. Clippers,1990,1/26/91,Milwaukee,99-98,Regular Season,-4.5,0,1,1,-3.5,L.A. Clippers,Milwaukee,0,2
11956,L.A. Clippers_01/27/01,Sacramento,2000,1/27/01,@ L.A. Clippers,101-89,Regular Season,-6,1,12,1,6,L.A. Clippers,Sacramento,1,0
11957,L.A. Clippers_01/27/04,L.A. Clippers,2003,1/27/04,Chicago,102-92,Regular Season,-6,1,10,1,4,L.A. Clippers,Chicago,0,0
11958,L.A. Clippers_01/27/07,L.A. Clippers,2006,1/27/07,Minnesota,        87-101,Regular Season,-6.5,0,-14,0,-20.5,L.A. Clippers,Minnesota,2,3
11959,L.A. Clippers_01/27/13,L.A. Clippers,2012,1/27/13,Portland,        96-83,Regular Season,-8.5,1,13,1,4.5,L.A. Clippers,Portland,0,1
11960,L.A. Clippers_01/27/93,L.A. Clippers,1992,1/27/93,Utah,107-97,Regular Season,0,1,10,1,10,L.A. Clippers,Utah,2,0
11961,L.A. Clippers_01/27/94,New York,1993,1/27/94,@ L.A. Clippers,103-101,Regular Season,-5.5,0,2,1,-3.5,L.A. Clippers,New York,2,3
11962,L.A. Clippers_01/27/96,Oklahoma City,1995,1/27/96,@ L.A. Clippers,96-87,Regular Season,-7.5,1,9,1,1.5,L.A. Clippers,Oklahoma City,1,0
11963,L.A. Clippers_01/28/06,L.A. Clippers,2005,1/28/06,Denver,        112-79,Regular Season,-3.5,1,33,1,29.5,L.A. Clippers,Denver,0,2
11964,L.A. Clippers_01/28/08,L.A. Clippers,2007,1/28/08,Charlotte,        100-107,Regular Season,-1,0,-7,0,-8,L.A. Clippers,Charlotte,2,0
11965,L.A. Clippers_01/28/09,Chicago,2008,1/28/09,@ L.A. Clippers,        95-75,Regular Season,-3,1,20,1,17,L.A. Clippers,Chicago,1,0
11966,L.A. Clippers_01/28/97,Atlanta,1996,1/28/97,@ L.A. Clippers,112-96,Regular Season,-5,1,16,1,11,L.A. Clippers,Atlanta,0,0
